sentence,sentiment_label,sentiment_score
what is this charge i didnt do it what can i do,1 star,0.49449294805526733
I have a direct debit on my records that is strange and I need help.,4 stars,0.3152887225151062
I would like to dispute a payment I didnt make,1 star,0.37306639552116394
I found a direct debit I would like to dispute,4 stars,0.317318856716156
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",1 star,0.34723013639450073
There is a direct debit patentp that I haven't authorized.,3 stars,0.2984638810157776
I can't recognise this Direct Debit payment.,1 star,0.5248395204544067
I would like to dispute a direct debit transaction,3 stars,0.3373772203922272
"Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them.",1 star,0.3738531470298767
Why is there a direct debit set up in my name?,1 star,0.4077770709991455
I don't recognize this debit transaction in my billing statement?,1 star,0.5146269202232361
I didn't set up a direct debit payment on my account.,1 star,0.3951338529586792
I need to dispute a direct debit.,3 stars,0.28887516260147095
My account shows a direct debit charge that I have never seen before,5 stars,0.5659855008125305
I might have been charged on my debit statement by fraud.,1 star,0.5385913848876953
"I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?",1 star,0.5046059489250183
I am not recognizing a debit payment from my account.,1 star,0.5811616778373718
I have a direct debit that I did not set up,2 stars,0.3368626534938812
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,2 stars,0.38831618428230286
I see a charge for a direct debit that was not me.,2 stars,0.3563450276851654
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.,1 star,0.5266396999359131
There is a potentially fraudulent direct debit on my account.,1 star,0.7912679314613342
I have a direct debit I didn't set up,2 stars,0.3133445084095001
Help!  In the app there is a direct debit that I don't remember.,3 stars,0.28933510184288025
Please help me regarding a direct debit in the app that I don't recognize.,1 star,0.3156532943248749
how do i get a refund for a direct debit payment i didn't make,1 star,0.6587209105491638
I need to cancel a transaction on my debit card.,1 star,0.46447524428367615
I think I was charged by mistake on my debit statement.,1 star,0.5301480293273926
Purchases I did not make are appearing in my bank statement?,1 star,0.6180681586265564
"On my app I can see that a direct debit payment that I didn't do, appears.",3 stars,0.2994312047958374
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,1 star,0.648496150970459
Unusual direct deposit,4 stars,0.3753848671913147
I didn't make the direct debit payment on my account.,1 star,0.44176822900772095
People are using my debit card - help!,5 stars,0.5068533420562744
I have an unfamiliar direct debit in my statement.,1 star,0.32525941729545593
How do I dispute a direct debit that I didn't do?,1 star,0.4075583219528198
Weird Direct Debit payment,4 stars,0.2291906774044037
I have an unauthorized direct debit on my account,1 star,0.4727745056152344
I have an unknown charge.,1 star,0.3605513870716095
What do I do if there is an electronic debit that is not correct?,3 stars,0.3120531439781189
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou,1 star,0.7766579985618591
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,2 stars,0.4563458561897278
Someone else made a Direct Debit transaction on my account,1 star,0.5575439929962158
How can I dispute a direct debit charge on my account?,1 star,0.3827940821647644
I have a direct debit I didn't make,2 stars,0.331031858921051
I have an unauthorized charge.,1 star,0.47121462225914
A debit came through that I need to dispute.,5 stars,0.35147625207901
There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money.,1 star,0.6145182251930237
I don't know what this Direct Debit payment is.,2 stars,0.3400740623474121
I see a direct debit payment on my app that I did not do,1 star,0.315582811832428
How do I get a refund for an unauthorized direct debit payment?,1 star,0.6655715107917786
There was a direct debit I don't recognize.,2 stars,0.3657434284687042
I see an unfamiliar Direct Debit payment.,1 star,0.3342416286468506
In the app I see a direct debit that I don't recognize.,2 stars,0.347052663564682
Why am I seeing a direct debit thats not mine?,1 star,0.38461050391197205
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,1 star,0.42176979780197144
There is a direct debit set up that I didn't create.,2 stars,0.3579879403114319
"There is a direct debit charge that I don't recognize, what can I do?",3 stars,0.31262877583503723
"I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed.",3 stars,0.4166068136692047
I don't know what this Direct Debit payment on my account is for.,1 star,0.3777887523174286
There is a direct debit charge on my account that is not mine.,3 stars,0.32789990305900574
I see a direct debit transaction in the app that is not mine,1 star,0.354217529296875
There is a direct debit set up that was not authorized by me.,1 star,0.31974363327026367
I didn't initiate a direct debit that I see on my account,2 stars,0.3749184012413025
Why is there a direct debit fee in the App when I didn't do it?,1 star,0.452878475189209
There is a payment I don't recognise!,1 star,0.7089335918426514
A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,1 star,0.3615903854370117
What should I do about a direct debit that I did not set up?,2 stars,0.3061119019985199
There was a direct debit transaction I have don't think should be there.,3 stars,0.3262871503829956
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?,2 stars,0.3482644855976105
I do not recognize a direct debit payment that I see on my app,1 star,0.33758923411369324
My account was charged a debit payment I don't recognize.,1 star,0.5915398001670837
"In my app, a direct debit payment I didn't do shows in my app",5 stars,0.338040292263031
My accounts been charged a payment for something I didn't make.,1 star,0.5816119909286499
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,3 stars,0.43346360325813293
I see a direct debit charge that I did not approve,2 stars,0.43850767612457275
The app shows Direct Debit payments that I didn't make,1 star,0.2549912631511688
I have an unknown direct debit payment on my account,1 star,0.4013671278953552
"There is a direct debit that I didn't set up, what should I do?",2 stars,0.33680376410484314
I see a direct debit that I didn't authorize,2 stars,0.3530731499195099
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",2 stars,0.39678531885147095
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,1 star,0.49760740995407104
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,1 star,0.40596333146095276
My app shows a direct debit that isn't mine.,1 star,0.3100481927394867
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,1 star,0.5782341957092285
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,1 star,0.7507415413856506
Why is there a direct debit to my account? I didn't do that.,1 star,0.5252891778945923
Help me!  I don't know what my password is.,5 stars,0.3780834674835205
"I thought I knew my password but I guess I was wrong, what can I do now?",3 stars,0.2766357362270355
I am unable to access my app due to forgetting my passcode.,1 star,0.49146658182144165
I can't recall my password.,1 star,0.34399130940437317
What should I do if I don't know my password?,1 star,0.29151976108551025
Need a new passcode.,3 stars,0.29245659708976746
I can't log in with this passocde,1 star,0.5295150279998779
I forgot my passcode. Now what?,1 star,0.43474799394607544
What are the steps to reset my passcode?,5 stars,0.23419813811779022
Where do I go to reset the passcode?,1 star,0.3321051001548767
I am unaware of what my password is.,1 star,0.44896209239959717
I can't remember my passcode.,3 stars,0.2896539866924286
I forgot my code,1 star,0.38966551423072815
Help me.  The passcode doesn't work.,1 star,0.5041064023971558
The passcode isn't working for me.,2 stars,0.4333692491054535
Is there a way to recover my password?,1 star,0.4022321105003357
Can you lookup my password?,1 star,0.3019642233848572
What is my password?,1 star,0.3692741096019745
I forgot my password to get into the app!,1 star,0.41981202363967896
Why doesn't my passcode work?,1 star,0.5076550245285034
I happened to forget my password,1 star,0.4690397381782532
I forgot the passcode on my app.,2 stars,0.3916003704071045
I seem to of forgotten my passcode.,2 stars,0.3272436857223511
I do not understand why my pass-code is not working.,1 star,0.41690272092819214
My passcode won't work.,1 star,0.6185648441314697
How do I reset my passcode?,5 stars,0.256109356880188
Not sure what my password is.,3 stars,0.4561365842819214
how to recover my passcode,5 stars,0.45644617080688477
I don't remember my login code,3 stars,0.2934994101524353
I need a new login code,5 stars,0.28012359142303467
Help!  I forgot my password.,1 star,0.5260984301567078
I happened to forget my passcode,1 star,0.4497129023075104
"what is going on, i have entered my passcode and its not working",1 star,0.669431746006012
passcode retrieval,4 stars,0.29289284348487854
My passcode is not being accepted,1 star,0.5517001748085022
I would like to better understand why my pass-code is not working.,2 stars,0.512645959854126
I can't find my code,1 star,0.2939123511314392
My password doesn't work.,1 star,0.6658239960670471
My passcode was denied.,1 star,0.6176820397377014
I don't know the code for the app.,3 stars,0.35258713364601135
I can't remember my password.,1 star,0.29343149065971375
Please help me.  I don't know my code to get into the app.,1 star,0.35263073444366455
"I used to know my password, but not anymore.",1 star,0.3014744520187378
I've forgotten my passcode. Can I reset?,1 star,0.44156214594841003
I am entering my passcode but getting an error.,3 stars,0.30198919773101807
I don't remember my password,1 star,0.3074585199356079
Where can I get a new passcode?,1 star,0.27089089155197144
What are the steps for changing my passcode?,5 stars,0.2504928708076477
I lost the code and can not get into the app. Help!,1 star,0.6295081377029419
I think my passcode was changed,2 stars,0.33047935366630554
How can I reset the passcode if I need to do that?,3 stars,0.2738955318927765
I can't log into my account because I lost my password,1 star,0.5296059846878052
What do I do if I can't access my passcode?,1 star,0.33945178985595703
The app passcode has completely slipped my mind.,1 star,0.48349764943122864
Can you help me reset my passcode? I forgot it.,2 stars,0.371432363986969
How do I change my passcode?,5 stars,0.2369009554386139
I cannot remember my passcode.,1 star,0.3426024615764618
I don't have a password.,1 star,0.3180229067802429
Where do I go to reset my passcode?,1 star,0.3596981465816498
What do I do if I forgot my passcode?,1 star,0.28668853640556335
I've completely forgot the code to get into the app.,1 star,0.5320764780044556
How can I go about resetting my passcode?,1 star,0.21518883109092712
How can I change my password?,1 star,0.3236040771007538
Is there a way to reset the passcode?,2 stars,0.3016405701637268
I can't log in,1 star,0.4044051766395569
Help! I've forgot my app passcode!,1 star,0.48856475949287415
"I need to reset my passcode, this one isn't working",1 star,0.6025424599647522
I don't remember my passcode?,1 star,0.3210676908493042
What do I do if I have forgotten my passcode?,1 star,0.2582094669342041
Can you tell me my code to get into the app?,1 star,0.21797838807106018
"I cannot remember my passcode, is there a way to retrieve it?",1 star,0.31663253903388977
What should I do if my passcode won't work?,1 star,0.4616045355796814
I have forgotten my passcode,1 star,0.3750111758708954
Can my password be reset if I do not have it?,3 stars,0.3076764941215515
I can't access my account.,1 star,0.6435250043869019
Lost password,1 star,0.48627182841300964
"I'm locked out of my account as I can't remember my code, what do I do now?",1 star,0.416799932718277
"Disaster, I've totally forgotten my passcode, can you help me?",1 star,0.8706484436988831
"I want to reset my passcode, how can I do that?",3 stars,0.2670990526676178
I tried entering my passcode and it isn't working. Can you help?,1 star,0.6588909029960632
I can't get into the app with the passcode.,1 star,0.3609742820262909
For some reason I forgot the passcode I have.,3 stars,0.5108655095100403
I've forgotten my app passcode completely.,1 star,0.5511642694473267
How do I reset my password?,1 star,0.2526216208934784
I lost my passcode.,1 star,0.4603774845600128
I don't know my password anymore.,1 star,0.3956336975097656
Instruct me how to reset the passcode.,5 stars,0.5049070715904236
I can't remember what my password is,3 stars,0.2840341031551361
I need to reset my passcode. Where do I go to do that?,3 stars,0.2899087369441986
How can I reset my passcode?,5 stars,0.24067923426628113
How do I get the passcode reset?,1 star,0.23637518286705017
Can someone please help assist me by explaining to me why my pass-code is not working?,1 star,0.45741507411003113
I don't have my passcode to access the app.,1 star,0.3998022675514221
Can I reset the passcode?,3 stars,0.2832430899143219
Are there directions to get a new passcode if I forgot mine?,3 stars,0.334966778755188
I need to reset the passcode.,3 stars,0.357481986284256
I can't enter my passcode.,1 star,0.562507152557373
I think I forgot my passcode,2 stars,0.34343764185905457
I don't know my password,1 star,0.3073432743549347
I forgot the code I need to get into the app.,2 stars,0.36284202337265015
"I don't know what my passcode is, can you help?",2 stars,0.2927607297897339
How can i reset my passcode ?,5 stars,0.24067923426628113
What can I do if my passcode won't work?,1 star,0.48732462525367737
"I can't remember my app code, can you reset it?",3 stars,0.2784854471683502
Can someone help with my passcode?,1 star,0.2804294228553772
"I tried to withdraw cash and got declined, why is that?",1 star,0.7173690795898438
Why was I declined when I tried to get my money?,1 star,0.6068674325942993
I could not access my money at the ATM,1 star,0.5967227816581726
"i needed money for a night out with the girls but i was declined, why?",2 stars,0.36368003487586975
Why was I blocked from withdrawing from the ATM?,1 star,0.658139705657959
I tried to get funds in hard cash but it was rejected!,1 star,0.5755810737609863
Why won't cash come out of the ATM?,1 star,0.6456573605537415
My withdrawals were going smooth until I got declined today. What is going on?,2 stars,0.33597978949546814
I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working?,1 star,0.6256651282310486
Why was my request for cash declined?,1 star,0.5208293199539185
Where did my money go? I'm not able to withdraw it from my ATM.,1 star,0.7110894918441772
Why was my withdrawal declined,1 star,0.513275682926178
How come I can't get money at the ATM,1 star,0.4688867926597595
Why was my ATM withdrawal cancelled?,1 star,0.6079141497612
I couldnt get cash in an ATM,1 star,0.49792978167533875
Why can't I get cash out?,1 star,0.5410833954811096
Why can't I take cash out of the ATM?,1 star,0.5919976830482483
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,1 star,0.6942135095596313
I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,1 star,0.4956464469432831
The ATM keeps declining my Transaction . I tried two different ATMs already Would you please check if everything is okay with my account?,2 stars,0.4350736439228058
Is there a reason my cash withdrawal was declined?,1 star,0.472073495388031
My card won't let me withdraw money.,1 star,0.7677605152130127
I can't withdraw money,1 star,0.6874861121177673
Could you tell me why my cash withdrawal was declined?,1 star,0.5472082495689392
"The ATM would not give me cash,why?",1 star,0.4430868625640869
My ATM transaction was cancelled.,1 star,0.6237648129463196
I was denied cash at an ATM,1 star,0.5989869832992554
I was not able to use the ATM to get cash,1 star,0.4487546384334564
Why did I get declined when trying to get cash?,1 star,0.5573904514312744
The ATM keeps declining my card! I tried two different ATMs already can you please check if everything is alright with my account??,2 stars,0.373793363571167
Why wouldn't the ATM give me my money?,1 star,0.5624057650566101
Why are my withdrawals suddenly being declined?,1 star,0.3967042863368988
Can you tell me why I was declined from getting cash?,1 star,0.6212700605392456
Why couldn't I make a withdrawal from the ATM?,1 star,0.5878753662109375
Why is my ATM cash withdrawal not working?,1 star,0.6433473229408264
Is my card broken? I can't get cash out of the ATM,1 star,0.6581336259841919
I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,1 star,0.5454493761062622
i tried to withdraw money but was told i didn't have funds,1 star,0.6489249467849731
The ATM keeps declining my Transaction . I tried two different ATMs already can you please check if everything is okay with my account?,2 stars,0.4169987440109253
"Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",1 star,0.411485493183136
I was declined when trying to withdrawal cash!,1 star,0.6662991642951965
I needed cash from the ATM but I couldn't get it.,2 stars,0.4298807978630066
My ATM withdrawal was declined.,1 star,0.4318094253540039
"When I went to get cash, it was declined!",1 star,0.5645833015441895
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",1 star,0.48423492908477783
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,2 stars,0.43701133131980896
Why was my withdrawal requested cancelled by the ATM?,1 star,0.6210059523582458
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,1 star,0.621505856513977
A withdraw I tried to make at the ATM was declined I don't know why.,1 star,0.6156644821166992
Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,1 star,0.6933636665344238
Why can't I take money from my account?,1 star,0.6415442228317261
"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",1 star,0.7589893341064453
Why was I declined from getting cash?,1 star,0.6114084124565125
"I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it.",3 stars,0.4278406798839569
My ATM card isn't working for a withdrawl,1 star,0.4450843036174774
Is my card actually working? It's the first time I tried using it,3 stars,0.27597489953041077
Is there a reason why my card was declined when I attempted to withdraw money?,1 star,0.6863124966621399
Is the ATM broken? I can't get cash from it.,1 star,0.6292886137962341
what is my monthly spending limit because i was refused my money at an atm,1 star,0.625587522983551
I can't get cash from the ATM!,1 star,0.6674358248710632
"When I tried to access my cash, I wasn't allowed!",1 star,0.5913272500038147
"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?",2 stars,0.42162343859672546
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,1 star,0.5861663818359375
I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,1 star,0.7992644906044006
ATM withdrawal not working.,1 star,0.6355158686637878
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,1 star,0.7411356568336487
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",1 star,0.5526813864707947
I cannot withdraw money from the ATM,1 star,0.7336264252662659
My withdrawal from the ATM was cancelled.,1 star,0.6223939657211304
I'm trying to take money from my account but its not letting me. Help!,1 star,0.5137736797332764
Why won't the ATM let me withdraw money?,1 star,0.729112982749939
My cash withdrawal was declined.  Why?,1 star,0.5331202745437622
Why couldn't I get cash from an ATM?,1 star,0.5702398419380188
I attempted to get cash in the ATM but it was not authorized,1 star,0.5605963468551636
Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,1 star,0.6743641495704651
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,1 star,0.6389433741569519
Why can't I withdraw cash from this ATM?,1 star,0.7537427544593811
I was getting some cash out of the ATM but it cancelled on me without warning.,1 star,0.4085747003555298
I wasn't able to withdraw money at an ATM,1 star,0.6583316922187805
Why can't I withdraw funds from my account?,1 star,0.6918419003486633
I tried to get cash in the ATM but it was not approved,1 star,0.5371362566947937
My card rejected a cash withdrawal. Why?,1 star,0.7221283316612244
Why was my cash withdrawal declined by the ATM?,1 star,0.5137656331062317
I could not get the ATM to work,2 stars,0.42267611622810364
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,1 star,0.9571846127510071
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,1 star,0.6509925127029419
I tried to pull cash from an ATM but it wouldn't let me.,2 stars,0.44939830899238586
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it.",2 stars,0.43896082043647766
Can you please tell me why I cant get money from the ATM?,1 star,0.5806481242179871
"How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this?",1 star,0.28234538435935974
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",1 star,0.5941532850265503
My card didn't work at the ATM in Notting Hill.  Is my card working?,1 star,0.4341839849948883
Why am I not able to get cash from the ATM?,1 star,0.6078111529350281
my card was frozen due to putting in the wrong pin too much.  how many tries do i have,1 star,0.5375092625617981
I cant get money out of the ATM with my card.  I just put my card in the ATM but it will not allow me to take any money out.  What do I need to do to fix this?,2 stars,0.3854430615901947
Why was I not able to take cash from the ATM?,1 star,0.5957794189453125
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",2 stars,0.41332072019577026
Why would the ATM machine fail to give me the cash withdrawal I requested?,1 star,0.5880987048149109
I am having trouble withdrawing cash.,1 star,0.4790642261505127
Why is the ATM not allowing me to get cash?,1 star,0.5046047568321228
Why can I not take out cash?,1 star,0.510310173034668
I tried to get cash but it was declined!,1 star,0.5028870105743408
"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",1 star,0.4951894283294678
The ATM won't let me take out cash,1 star,0.514471709728241
I'm not able to withdraw money from the ATM but I'm not sure why.,2 stars,0.31304237246513367
why wouldnt the atm give me money,1 star,0.45548197627067566
"My cash withdrawal was declined, why?",1 star,0.5045289397239685
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",2 stars,0.42306554317474365
Why can I not get cash from the ATM?,1 star,0.5958806872367859
Why was I not able to get cash from the ATM?,1 star,0.5910054445266724
My card doesn't work. I can't get cash out at an ATM,1 star,0.7309545874595642
Why am I not able to withdraw cash from this ATM?,1 star,0.7896714806556702
Why can't I withdraw money?,1 star,0.7020100355148315
The atm wouldn't give out cash,2 stars,0.36115261912345886
What caused my cash withdrawal to be declined?,1 star,0.5878140330314636
Why wont the ATM give me cash?,1 star,0.602411687374115
Why do I get declined when I try to withdraw cash?,1 star,0.642469584941864
What was the cause for my card to be declined?,1 star,0.532199501991272
The ATM cancelled a transaction on me when I was trying to get some cash out.,1 star,0.5312061905860901
Why can't I get cash from the ATM?,1 star,0.5674942135810852
atm refused to give me money,1 star,0.6971789002418518
I was declined when I tried to withdraw cash!,1 star,0.6970676183700562
I couldn't get money from the ATM,1 star,0.47709420323371887
I tried to use the ATM today but it would not accept my card.,2 stars,0.41095006465911865
The ATM wouldn't let me withdraw cash.,1 star,0.5133810639381409
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it.",2 stars,0.4303758442401886
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,3 stars,0.44069549441337585
The ATM wouldn't allow me to withdraw money,1 star,0.5562940239906311
Why am I unable to withdraw my money through this card?,1 star,0.8042556047439575
Is there a problem with my account? When I tried to withdraw cash at an ATM I was denied.,1 star,0.6301331520080566
ATM apparently not working?  Couldn't access funds in my account?,1 star,0.6823386549949646
Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,1 star,0.40296027064323425
The ATM wouldn't let me have my money.,2 stars,0.46709445118904114
I tired to get cash in the ATM but it was cancelled,1 star,0.46897366642951965
Is there something wrong with the ATM? It would not let me pull cash out of my account.,1 star,0.4985472559928894
"Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card.",3 stars,0.40620946884155273
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,1 star,0.3628922700881958
I can't get any money from my account.,1 star,0.7074891924858093
"I tried to withdraw cash, but got declined!",1 star,0.675261914730072
"The ATM will not let me get cash, WHY?",1 star,0.48595762252807617
I can't withdraw any money from my account. Ive tried a couple different ATM machines and both of them wouldn't give me my money. What's going on? Is my account frozen or something?,1 star,0.8315359950065613
Why was my atm withdrawl declined,1 star,0.5251381397247314
why would i be declined if i had money iin my account,1 star,0.49592125415802
Why was my cash withdrawal cancelled at the ATM?,1 star,0.6039392948150635
Why can't I withdraw cash?,1 star,0.6663582921028137
Why am I unable to withdrawal cash?,1 star,0.715585470199585
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,1 star,0.6874819397926331
I entered the correct pin but I still couldnt get funds.,2 stars,0.3657374083995819
My card wont work at an ATM,1 star,0.49260997772216797
"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",1 star,0.5149433612823486
i entered my pin in wrong and got it frozen. how many tries do i have,1 star,0.6760481595993042
This is the first time I've tried to get my money out of an ATM and it didn't work. Please give me my money,1 star,0.8604583740234375
Why am I having trouble withdrawing cash?,1 star,0.6579880118370056
"I tried to make a withdrawal from the ATM, but it was cancelled.",1 star,0.5341231226921082
I could not get money from an ATM,1 star,0.4824826717376709
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,1 star,0.44671207666397095
I attempted to get money in cash but it was refused!,1 star,0.6691910028457642
My ATM withdrawal was cancelled,1 star,0.6114987730979919
I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this?,2 stars,0.3903697431087494
"Please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",2 stars,0.3872203528881073
"I tried to withdraw some funds from my card, but was declined. How can I get my money?",1 star,0.5991120338439941
I can't get the ATM to give me any cash,1 star,0.6444201469421387
I am unable to get cash from the ATM,1 star,0.48003527522087097
How come the ATM won't give me my money?,1 star,0.6822097897529602
I tried to withdraw cash from your ATM but my transaction was cancelled.,1 star,0.7442930340766907
Why did the ATM cancel my transaction,1 star,0.6091815233230591
Why wouldn't the ATM give me cash?,1 star,0.5199134945869446
Why wouldn't my withdrawal go through?,1 star,0.4979049563407898
I attempted to get cash in the ATM but I was denied,1 star,0.5576189160346985
The ATM didnt let me get cash,1 star,0.4549260139465332
Why am I unable to withdraw money even though in the past I've done it just fine?,1 star,0.5165798664093018
I was declined when I tried to take out cash!,1 star,0.5532135367393494
how come i was declined,1 star,0.4584125578403473
What does it mean when a payment is pending?,1 star,0.2958553731441498
Could you please tell me why my purchases from this morning say payment is pending?,1 star,0.557854950428009
The purchase I made is still pending.,3 stars,0.3635120391845703
Is there a problem with the payment that I see is still pending?,3 stars,0.35025379061698914
There is a payment that I made that hasn't gone through yet.,1 star,0.2746005952358246
How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move,2 stars,0.34926435351371765
Why does my payment appear as pending?,1 star,0.4617534279823303
How long does a payment usually show as pending? Is it normal that mine is still pending?,2 stars,0.34679242968559265
Why is my payment in pending status?,1 star,0.4145139455795288
I have a card payment which shows as pending,1 star,0.3037587106227875
I made a payment with my card and it hasn't changed. How long do you think this will take?,5 stars,0.48140421509742737
Why is the payment showing as pending from things I bought this morning?,1 star,0.49128833413124084
I made a card payment which is showing me pending.,1 star,0.4735661745071411
Why are my payments not working and show pending?,1 star,0.5658835768699646
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",2 stars,0.34013864398002625
Why are the things I bought earlier today still showing as pending?,2 stars,0.3486765921115875
Card payment still pending.,1 star,0.42816221714019775
"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",3 stars,0.3234589695930481
I have a payment that has not gone through yet,1 star,0.4264959990978241
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",3 stars,0.2904771864414215
Why is my purchase showing as pending?,1 star,0.4228077828884125
How long will it take for my payment to go through?,3 stars,0.3017379939556122
After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,2 stars,0.48568373918533325
"It says ""pending payment?"" Why is it saying this?",1 star,0.6104260683059692
Is there a reason my payments are pending?,1 star,0.4342108368873596
Why is my card payment still a pending transaction?,1 star,0.42764896154403687
"Card payment is still pending, why is that the case?",3 stars,0.3234390318393707
I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?,2 stars,0.2566937804222107
How come my card payment is still pending?,1 star,0.3400966227054596
I notice there's a pending payment on my card.,2 stars,0.34899166226387024
How is my card payment still pending?,1 star,0.37623509764671326
Why is my card payment still pending?,1 star,0.43867483735084534
What does pending payment mean?,1 star,0.3680666387081146
Why is my payment still pending?,1 star,0.45771875977516174
What does it mean when it says that I have a payment that is pending?,1 star,0.3982768654823303
My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,1 star,0.43358638882637024
A card payment on my account is shown as pending.,1 star,0.5809835195541382
Why is their a charge pending on my card still?,3 stars,0.2976711094379425
My card payment says pending and it hasn't changed,1 star,0.33238112926483154
Card payment is showing as pending,1 star,0.3343151807785034
What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.,1 star,0.5709489583969116
I tried to pay through my account but the payment is not going through. What's going on?,1 star,0.6014432907104492
Why is the payment on my card still pending?,1 star,0.3829875588417053
What's taking so long for this payment to go through?,5 stars,0.2890359163284302
Why haven't I gotten my payment yet?,1 star,0.4530007839202881
It looks like a payment I've made hasn't made it through yet.,3 stars,0.30618607997894287
